entity_id,state,last_changed
sensor.elmatare_diskmaskin_current,9.622,2025-05-18T15:06:25.111Z
sensor.elmatare_diskmaskin_current,9.623,2025-05-18T15:06:30.132Z
sensor.elmatare_diskmaskin_current,9.618,2025-05-18T15:06:35.144Z
sensor.elmatare_diskmaskin_current,9.644,2025-05-18T15:06:40.273Z
sensor.elmatare_diskmaskin_current,9.63,2025-05-18T15:06:45.269Z
sensor.elmatare_diskmaskin_current,9.621,2025-05-18T15:06:50.211Z
sensor.elmatare_diskmaskin_current,9.628,2025-05-18T15:06:55.216Z
sensor.elmatare_diskmaskin_current,9.621,2025-05-18T15:07:00.224Z
sensor.elmatare_diskmaskin_current,9.618,2025-05-18T15:07:05.229Z
sensor.elmatare_diskmaskin_current,9.616,2025-05-18T15:07:10.232Z
sensor.elmatare_diskmaskin_current,9.62,2025-05-18T15:07:15.231Z
sensor.elmatare_diskmaskin_current,9.606,2025-05-18T15:07:20.243Z
sensor.elmatare_diskmaskin_current,9.6,2025-05-18T15:07:25.248Z
sensor.elmatare_diskmaskin_current,9.628,2025-05-18T15:07:30.249Z
sensor.elmatare_diskmaskin_current,9.621,2025-05-18T15:07:35.247Z
sensor.elmatare_diskmaskin_current,9.605,2025-05-18T15:07:40.258Z
sensor.elmatare_diskmaskin_current,9.607,2025-05-18T15:07:45.257Z
sensor.elmatare_diskmaskin_current,9.435,2025-05-18T15:07:50.258Z
