entity_id,state,last_changed
sensor.elmatare_diskmaskin_current,0.223,2025-05-20T16:56:53.960Z
sensor.elmatare_diskmaskin_current,0.224,2025-05-20T16:57:09.013Z
sensor.elmatare_diskmaskin_current,0.223,2025-05-20T16:57:19.005Z
sensor.elmatare_diskmaskin_current,0.221,2025-05-20T16:57:24.065Z
sensor.elmatare_diskmaskin_current,0.22,2025-05-20T16:57:34.064Z
sensor.elmatare_diskmaskin_current,0.188,2025-05-20T16:57:39.066Z
sensor.elmatare_diskmaskin_current,0.162,2025-05-20T16:57:44.066Z
sensor.elmatare_diskmaskin_current,0.108,2025-05-20T16:57:49.065Z
sensor.elmatare_diskmaskin_current,0.292,2025-05-20T16:57:54.065Z
sensor.elmatare_diskmaskin_current,0.338,2025-05-20T16:57:59.061Z
sensor.elmatare_diskmaskin_current,0.339,2025-05-20T16:58:04.161Z
sensor.elmatare_diskmaskin_current,0.338,2025-05-20T16:58:09.159Z
sensor.elmatare_diskmaskin_current,0.235,2025-05-20T16:58:14.153Z
sensor.elmatare_diskmaskin_current,0.239,2025-05-20T16:58:19.251Z
sensor.elmatare_diskmaskin_current,0.275,2025-05-20T16:58:24.156Z
sensor.elmatare_diskmaskin_current,0.29,2025-05-20T16:58:29.158Z
sensor.elmatare_diskmaskin_current,7.124,2025-05-20T16:58:34.150Z
sensor.elmatare_diskmaskin_current,7.098,2025-05-20T16:58:39.156Z
sensor.elmatare_diskmaskin_current,7.076,2025-05-20T16:58:44.208Z
sensor.elmatare_diskmaskin_current,7.069,2025-05-20T16:58:49.163Z
sensor.elmatare_diskmaskin_current,7.048,2025-05-20T16:58:54.186Z
sensor.elmatare_diskmaskin_current,7.055,2025-05-20T16:58:59.203Z
sensor.elmatare_diskmaskin_current,7.034,2025-05-20T16:59:04.236Z
sensor.elmatare_diskmaskin_current,7.021,2025-05-20T16:59:09.205Z
sensor.elmatare_diskmaskin_current,7.013,2025-05-20T16:59:14.193Z
sensor.elmatare_diskmaskin_current,7.001,2025-05-20T16:59:19.198Z
sensor.elmatare_diskmaskin_current,7.008,2025-05-20T16:59:24.218Z
sensor.elmatare_diskmaskin_current,6.987,2025-05-20T16:59:29.211Z
sensor.elmatare_diskmaskin_current,6.985,2025-05-20T16:59:34.220Z
sensor.elmatare_diskmaskin_current,6.974,2025-05-20T16:59:39.209Z
sensor.elmatare_diskmaskin_current,6.964,2025-05-20T16:59:44.212Z
sensor.elmatare_diskmaskin_current,6.943,2025-05-20T16:59:49.273Z
sensor.elmatare_diskmaskin_current,6.932,2025-05-20T16:59:54.266Z
sensor.elmatare_diskmaskin_current,6.937,2025-05-20T16:59:59.257Z
sensor.elmatare_diskmaskin_current,6.926,2025-05-20T17:00:04.267Z
sensor.elmatare_diskmaskin_current,6.923,2025-05-20T17:00:09.263Z
sensor.elmatare_diskmaskin_current,6.835,2025-05-20T17:00:14.257Z
sensor.elmatare_diskmaskin_current,6.969,2025-05-20T17:00:19.263Z
sensor.elmatare_diskmaskin_current,6.961,2025-05-20T17:00:24.262Z
sensor.elmatare_diskmaskin_current,6.943,2025-05-20T17:00:29.263Z
sensor.elmatare_diskmaskin_current,6.934,2025-05-20T17:00:34.316Z
sensor.elmatare_diskmaskin_current,6.945,2025-05-20T17:00:39.309Z
sensor.elmatare_diskmaskin_current,6.922,2025-05-20T17:00:44.316Z
sensor.elmatare_diskmaskin_current,6.915,2025-05-20T17:00:49.314Z
sensor.elmatare_diskmaskin_current,6.922,2025-05-20T17:00:54.313Z
sensor.elmatare_diskmaskin_current,6.926,2025-05-20T17:00:59.322Z
sensor.elmatare_diskmaskin_current,6.915,2025-05-20T17:01:04.373Z
sensor.elmatare_diskmaskin_current,6.904,2025-05-20T17:01:09.326Z
sensor.elmatare_diskmaskin_current,6.907,2025-05-20T17:01:14.342Z
sensor.elmatare_diskmaskin_current,6.897,2025-05-20T17:01:19.335Z
sensor.elmatare_diskmaskin_current,6.902,2025-05-20T17:01:24.343Z
sensor.elmatare_diskmaskin_current,6.896,2025-05-20T17:01:29.339Z
sensor.elmatare_diskmaskin_current,6.919,2025-05-20T17:01:34.333Z
sensor.elmatare_diskmaskin_current,6.904,2025-05-20T17:01:44.339Z
sensor.elmatare_diskmaskin_current,6.912,2025-05-20T17:01:49.340Z
sensor.elmatare_diskmaskin_current,6.942,2025-05-20T17:01:54.395Z
sensor.elmatare_diskmaskin_current,6.929,2025-05-20T17:01:59.332Z
sensor.elmatare_diskmaskin_current,6.934,2025-05-20T17:02:04.346Z
sensor.elmatare_diskmaskin_current,6.946,2025-05-20T17:02:14.334Z
sensor.elmatare_diskmaskin_current,6.948,2025-05-20T17:02:19.404Z
sensor.elmatare_diskmaskin_current,6.944,2025-05-20T17:02:24.334Z
sensor.elmatare_diskmaskin_current,6.951,2025-05-20T17:02:29.334Z
sensor.elmatare_diskmaskin_current,6.942,2025-05-20T17:02:34.394Z
sensor.elmatare_diskmaskin_current,6.943,2025-05-20T17:02:39.326Z
sensor.elmatare_diskmaskin_current,6.939,2025-05-20T17:02:44.334Z
sensor.elmatare_diskmaskin_current,6.953,2025-05-20T17:02:49.577Z
sensor.elmatare_diskmaskin_current,6.96,2025-05-20T17:02:59.326Z
sensor.elmatare_diskmaskin_current,6.962,2025-05-20T17:03:04.466Z
sensor.elmatare_diskmaskin_current,6.971,2025-05-20T17:03:09.334Z
sensor.elmatare_diskmaskin_current,6.982,2025-05-20T17:03:14.335Z
sensor.elmatare_diskmaskin_current,6.978,2025-05-20T17:03:24.334Z
sensor.elmatare_diskmaskin_current,6.985,2025-05-20T17:03:29.336Z
sensor.elmatare_diskmaskin_current,6.97,2025-05-20T17:03:34.334Z
sensor.elmatare_diskmaskin_current,6.975,2025-05-20T17:03:39.331Z
sensor.elmatare_diskmaskin_current,6.994,2025-05-20T17:03:44.337Z
sensor.elmatare_diskmaskin_current,6.991,2025-05-20T17:03:49.340Z
sensor.elmatare_diskmaskin_current,6.994,2025-05-20T17:03:54.336Z
sensor.elmatare_diskmaskin_current,6.984,2025-05-20T17:03:59.329Z
sensor.elmatare_diskmaskin_current,6.978,2025-05-20T17:04:04.336Z
sensor.elmatare_diskmaskin_current,6.983,2025-05-20T17:04:09.391Z
sensor.elmatare_diskmaskin_current,6.972,2025-05-20T17:04:14.344Z
sensor.elmatare_diskmaskin_current,6.989,2025-05-20T17:04:19.342Z
sensor.elmatare_diskmaskin_current,6.898,2025-05-20T17:04:29.348Z
sensor.elmatare_diskmaskin_current,6.878,2025-05-20T17:04:34.334Z
sensor.elmatare_diskmaskin_current,6.843,2025-05-20T17:04:39.329Z
sensor.elmatare_diskmaskin_current,6.953,2025-05-20T17:04:44.344Z
sensor.elmatare_diskmaskin_current,6.927,2025-05-20T17:04:49.332Z
sensor.elmatare_diskmaskin_current,6.941,2025-05-20T17:04:54.345Z
sensor.elmatare_diskmaskin_current,6.944,2025-05-20T17:04:59.328Z
sensor.elmatare_diskmaskin_current,6.938,2025-05-20T17:05:04.454Z
sensor.elmatare_diskmaskin_current,6.935,2025-05-20T17:05:09.391Z
sensor.elmatare_diskmaskin_current,6.939,2025-05-20T17:05:14.373Z
sensor.elmatare_diskmaskin_current,6.933,2025-05-20T17:05:19.379Z
sensor.elmatare_diskmaskin_current,6.914,2025-05-20T17:05:24.382Z
sensor.elmatare_diskmaskin_current,6.936,2025-05-20T17:05:29.384Z
sensor.elmatare_diskmaskin_current,6.931,2025-05-20T17:05:34.385Z
sensor.elmatare_diskmaskin_current,6.92,2025-05-20T17:05:39.380Z
sensor.elmatare_diskmaskin_current,6.928,2025-05-20T17:05:44.385Z
sensor.elmatare_diskmaskin_current,6.937,2025-05-20T17:05:49.455Z
sensor.elmatare_diskmaskin_current,6.942,2025-05-20T17:05:54.454Z
sensor.elmatare_diskmaskin_current,6.945,2025-05-20T17:05:59.453Z
sensor.elmatare_diskmaskin_current,6.946,2025-05-20T17:06:04.454Z
sensor.elmatare_diskmaskin_current,6.95,2025-05-20T17:06:09.455Z
sensor.elmatare_diskmaskin_current,6.942,2025-05-20T17:06:14.453Z
sensor.elmatare_diskmaskin_current,6.883,2025-05-20T17:06:19.451Z
sensor.elmatare_diskmaskin_current,6.971,2025-05-20T17:06:24.456Z
sensor.elmatare_diskmaskin_current,6.969,2025-05-20T17:06:29.511Z
sensor.elmatare_diskmaskin_current,6.988,2025-05-20T17:06:34.454Z
sensor.elmatare_diskmaskin_current,6.991,2025-05-20T17:06:39.492Z
sensor.elmatare_diskmaskin_current,6.99,2025-05-20T17:06:44.496Z
sensor.elmatare_diskmaskin_current,6.985,2025-05-20T17:06:49.498Z
sensor.elmatare_diskmaskin_current,6.987,2025-05-20T17:06:54.508Z
sensor.elmatare_diskmaskin_current,6.989,2025-05-20T17:06:59.510Z
sensor.elmatare_diskmaskin_current,6.979,2025-05-20T17:07:04.558Z
sensor.elmatare_diskmaskin_current,6.985,2025-05-20T17:07:09.529Z
sensor.elmatare_diskmaskin_current,6.976,2025-05-20T17:07:14.526Z
sensor.elmatare_diskmaskin_current,6.981,2025-05-20T17:07:19.563Z
sensor.elmatare_diskmaskin_current,6.986,2025-05-20T17:07:24.538Z
sensor.elmatare_diskmaskin_current,6.979,2025-05-20T17:07:29.539Z
sensor.elmatare_diskmaskin_current,6.99,2025-05-20T17:07:34.539Z
sensor.elmatare_diskmaskin_current,6.994,2025-05-20T17:07:39.600Z
sensor.elmatare_diskmaskin_current,6.991,2025-05-20T17:07:44.600Z
sensor.elmatare_diskmaskin_current,6.989,2025-05-20T17:07:49.603Z
sensor.elmatare_diskmaskin_current,6.987,2025-05-20T17:07:54.607Z
sensor.elmatare_diskmaskin_current,6.983,2025-05-20T17:07:59.600Z
sensor.elmatare_diskmaskin_current,6.974,2025-05-20T17:08:04.613Z
sensor.elmatare_diskmaskin_current,6.976,2025-05-20T17:08:09.610Z
sensor.elmatare_diskmaskin_current,6.992,2025-05-20T17:08:14.611Z
sensor.elmatare_diskmaskin_current,6.991,2025-05-20T17:08:19.610Z
sensor.elmatare_diskmaskin_current,6.986,2025-05-20T17:08:29.683Z
sensor.elmatare_diskmaskin_current,6.994,2025-05-20T17:08:34.668Z
sensor.elmatare_diskmaskin_current,6.987,2025-05-20T17:08:39.665Z
sensor.elmatare_diskmaskin_current,6.974,2025-05-20T17:08:44.680Z
sensor.elmatare_diskmaskin_current,6.982,2025-05-20T17:08:49.675Z
sensor.elmatare_diskmaskin_current,6.984,2025-05-20T17:08:54.676Z
sensor.elmatare_diskmaskin_current,6.992,2025-05-20T17:08:59.694Z
sensor.elmatare_diskmaskin_current,6.982,2025-05-20T17:09:04.703Z
sensor.elmatare_diskmaskin_current,6.978,2025-05-20T17:09:09.689Z
sensor.elmatare_diskmaskin_current,6.986,2025-05-20T17:09:14.769Z
sensor.elmatare_diskmaskin_current,6.988,2025-05-20T17:09:19.769Z
sensor.elmatare_diskmaskin_current,6.983,2025-05-20T17:09:24.779Z
sensor.elmatare_diskmaskin_current,6.982,2025-05-20T17:09:29.794Z
sensor.elmatare_diskmaskin_current,6.971,2025-05-20T17:09:34.873Z
sensor.elmatare_diskmaskin_current,6.972,2025-05-20T17:09:39.785Z
sensor.elmatare_diskmaskin_current,6.971,2025-05-20T17:09:44.797Z
sensor.elmatare_diskmaskin_current,6.985,2025-05-20T17:09:49.787Z
sensor.elmatare_diskmaskin_current,6.99,2025-05-20T17:09:54.816Z
sensor.elmatare_diskmaskin_current,6.985,2025-05-20T17:09:59.818Z
sensor.elmatare_diskmaskin_current,6.975,2025-05-20T17:10:04.819Z
sensor.elmatare_diskmaskin_current,6.976,2025-05-20T17:10:09.829Z
sensor.elmatare_diskmaskin_current,6.983,2025-05-20T17:10:14.824Z
sensor.elmatare_diskmaskin_current,6.981,2025-05-20T17:10:19.838Z
sensor.elmatare_diskmaskin_current,6.991,2025-05-20T17:10:24.833Z
sensor.elmatare_diskmaskin_current,6.987,2025-05-20T17:10:29.840Z
sensor.elmatare_diskmaskin_current,6.974,2025-05-20T17:10:34.847Z
sensor.elmatare_diskmaskin_current,6.868,2025-05-20T17:10:39.861Z
sensor.elmatare_diskmaskin_current,6.882,2025-05-20T17:10:44.849Z
sensor.elmatare_diskmaskin_current,6.937,2025-05-20T17:10:49.975Z
sensor.elmatare_diskmaskin_current,6.934,2025-05-20T17:10:54.872Z
sensor.elmatare_diskmaskin_current,6.926,2025-05-20T17:10:59.855Z
sensor.elmatare_diskmaskin_current,6.921,2025-05-20T17:11:04.918Z
sensor.elmatare_diskmaskin_current,6.91,2025-05-20T17:11:09.978Z
sensor.elmatare_diskmaskin_current,6.905,2025-05-20T17:11:14.924Z
sensor.elmatare_diskmaskin_current,6.913,2025-05-20T17:11:19.980Z
sensor.elmatare_diskmaskin_current,6.889,2025-05-20T17:11:24.908Z
sensor.elmatare_diskmaskin_current,6.891,2025-05-20T17:11:29.952Z
sensor.elmatare_diskmaskin_current,6.893,2025-05-20T17:11:34.922Z
sensor.elmatare_diskmaskin_current,6.907,2025-05-20T17:11:39.909Z
sensor.elmatare_diskmaskin_current,6.903,2025-05-20T17:11:44.968Z
sensor.elmatare_diskmaskin_current,6.898,2025-05-20T17:11:49.933Z
sensor.elmatare_diskmaskin_current,6.89,2025-05-20T17:11:55.004Z
sensor.elmatare_diskmaskin_current,6.935,2025-05-20T17:12:00.015Z
sensor.elmatare_diskmaskin_current,6.909,2025-05-20T17:12:05.007Z
sensor.elmatare_diskmaskin_current,6.923,2025-05-20T17:12:10.093Z
